antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"frozenset({'Store/Office', 'On-Scene Fire'})","frozenset({'Trauma', 'Search and Rescue'})",0.225517627308338,0.20033575825405708,0.19138220481253498,0.8486352357320099,4.236064710204195,0.14620295994606325,5.283027695469099,0.9863773112936486
"frozenset({'Search and Rescue', 'On-Scene Fire'})","frozenset({'Trauma', 'Store/Office'})",0.22160044767767206,0.217123670956911,0.19138220481253498,0.8636363636363638,3.9776241799437684,0.14326750212706393,5.741093079649325,0.961708729047637
frozenset({'Search and Rescue'}),"frozenset({'Trauma', 'Store/Office', 'On-Scene Fire'})",0.23670956911024063,0.20369334079462786,0.19138220481253498,0.8085106382978724,3.9692541501052143,0.14316604188241322,4.158490331405834,0.9800509337860782
"frozenset({'Trauma', 'Store/Office', 'Collapse', 'On-Scene Fire'})",frozenset({'Search and Rescue'}),0.19809736989367654,0.23670956911024063,0.19138220481253498,0.9661016949152543,4.081379973554514,0.14449066174313085,22.51706771124796,0.9414919014213833
"frozenset({'Trauma', 'Collapse', 'Search and Rescue', 'On-Scene Fire'})",frozenset({'Store/Office'}),0.19306099608282037,0.3251259093452714,0.19138220481253498,0.991304347826087,3.0489860061363467,0.12861307290200413,77.61052042529424,0.8328040976226976
"frozenset({'Store/Office', 'Collapse', 'Search and Rescue', 'On-Scene Fire'})",frozenset({'Trauma'}),0.19250139899272523,0.4616675993284835,0.19138220481253498,0.994186046511628,2.1534672304439746,0.10251054607218897,92.59317291550244,0.6633232422706107
"frozenset({'Trauma', 'Store/Office', 'Collapse', 'Search and Rescue'})",frozenset({'On-Scene Fire'}),0.19138220481253498,0.48740906547285956,0.19138220481253498,1.0,2.0516647531572905,0.0981007832167219,inf,0.6339100346020762
"frozenset({'Trauma', 'Store/Office', 'Search and Rescue', 'On-Scene Fire'})",frozenset({'Collapse'}),0.19138220481253498,0.2165640738668159,0.19138220481253498,1.0,4.6175710594315245,0.14993569487271907,inf,0.9688581314878894
"frozenset({'Trauma', 'Collapse', 'On-Scene Fire'})","frozenset({'Store/Office', 'Search and Rescue'})",0.204252937884723,0.19473978735310576,0.19138220481253498,0.936986301369863,4.811478507321682,0.1516060311226169,12.779129461570285,0.9954968292743109
"frozenset({'Store/Office', 'Collapse', 'On-Scene Fire'})","frozenset({'Trauma', 'Search and Rescue'})",0.20145495243424735,0.20033575825405708,0.19138220481253498,0.95,4.742039106145251,0.15102357416258505,15.993284834918846,0.9881975436137648
"frozenset({'Collapse', 'Search and Rescue', 'On-Scene Fire'})","frozenset({'Trauma', 'Store/Office'})",0.19529938444320089,0.217123670956911,0.19138220481253498,0.9799426934097423,4.513292765781467,0.14897808552660216,39.03197697657716,0.9673563835411432
"frozenset({'Trauma', 'Store/Office', 'Collapse'})","frozenset({'Search and Rescue', 'On-Scene Fire'})",0.19809736989367654,0.22160044767767206,0.19138220481253498,0.9661016949152543,4.359655880842322,0.14748373896032685,22.962786793508734,0.9609946009475888
"frozenset({'Trauma', 'Collapse', 'Search and Rescue'})","frozenset({'Store/Office', 'On-Scene Fire'})",0.19306099608282037,0.225517627308338,0.19138220481253498,0.991304347826087,4.395684539864063,0.147843547050153,89.06547285954164,0.9573265688493079
"frozenset({'Store/Office', 'Collapse', 'Search and Rescue'})","frozenset({'Trauma', 'On-Scene Fire'})",0.19250139899272523,0.27196418578623394,0.19138220481253498,0.994186046511628,3.6555770887166235,0.13902871857276752,125.22216004476994,0.8996243206769523
"frozenset({'Trauma', 'Store/Office', 'On-Scene Fire'})","frozenset({'Collapse', 'Search and Rescue'})",0.20369334079462786,0.19529938444320089,0.19138220481253498,0.9395604395604397,4.810872508580246,0.15160102074016502,13.314137457394335,0.9947643763895566
"frozenset({'Trauma', 'Search and Rescue', 'On-Scene Fire'})","frozenset({'Store/Office', 'Collapse'})",0.19809736989367654,0.20145495243424735,0.19138220481253498,0.9661016949152543,4.795621468926554,0.15147450858325487,23.557078903189765,0.9869982003158629
"frozenset({'Store/Office', 'Search and Rescue', 'On-Scene Fire'})","frozenset({'Trauma', 'Collapse'})",0.19418019026301064,0.204252937884723,0.19138220481253498,0.9855907780979827,4.825344439619438,0.15172033047230057,55.22484611080011,0.983794265756985
"frozenset({'Trauma', 'Store/Office', 'Search and Rescue'})","frozenset({'Collapse', 'On-Scene Fire'})",0.19138220481253498,0.2165640738668159,0.19138220481253498,1.0,4.6175710594315245,0.14993569487271907,inf,0.9688581314878894
"frozenset({'Collapse', 'On-Scene Fire'})","frozenset({'Trauma', 'Store/Office', 'Search and Rescue'})",0.2165640738668159,0.19138220481253498,0.19138220481253498,0.8837209302325582,4.6175710594315245,0.14993569487271907,6.9541130386122,1.0
"frozenset({'Trauma', 'Collapse'})","frozenset({'Store/Office', 'Search and Rescue', 'On-Scene Fire'})",0.204252937884723,0.19418019026301064,0.19138220481253498,0.936986301369863,4.825344439619439,0.15172033047230057,12.788010024087011,0.9962473577285925
"frozenset({'Store/Office', 'Collapse'})","frozenset({'Trauma', 'Search and Rescue', 'On-Scene Fire'})",0.20145495243424735,0.19809736989367654,0.19138220481253498,0.95,4.795621468926553,0.15147450858325487,16.038052602126456,0.9911481577103235
"frozenset({'Collapse', 'Search and Rescue'})","frozenset({'Trauma', 'Store/Office', 'On-Scene Fire'})",0.19529938444320089,0.20369334079462786,0.19138220481253498,0.9799426934097423,4.810872508580246,0.15160102074016502,39.70157486609671,0.9843878356066338
"frozenset({'Trauma', 'On-Scene Fire'})","frozenset({'Store/Office', 'Collapse', 'Search and Rescue'})",0.27196418578623394,0.19250139899272523,0.19138220481253498,0.7037037037037037,3.655577088716624,0.13902871857276752,2.7253077783995523,0.9978154456086413
"frozenset({'Store/Office', 'On-Scene Fire'})","frozenset({'Trauma', 'Collapse', 'Search and Rescue'})",0.225517627308338,0.19306099608282037,0.19138220481253498,0.8486352357320099,4.395684539864063,0.147843547050153,5.331088829157761,0.9974457458675593
"frozenset({'Search and Rescue', 'On-Scene Fire'})","frozenset({'Trauma', 'Store/Office', 'Collapse'})",0.22160044767767206,0.19809736989367654,0.19138220481253498,0.8636363636363638,4.359655880842323,0.14748373896032685,5.880619287446377,0.9900109727950357
"frozenset({'Trauma', 'Store/Office'})","frozenset({'Collapse', 'Search and Rescue', 'On-Scene Fire'})",0.217123670956911,0.19529938444320089,0.19138220481253498,0.8814432989690723,4.513292765781467,0.14897808552660216,6.78747475730518,0.9943234306877509
"frozenset({'Trauma', 'Search and Rescue'})","frozenset({'Store/Office', 'Collapse', 'On-Scene Fire'})",0.20033575825405708,0.20145495243424735,0.19138220481253498,0.9553072625698324,4.742039106145251,0.15102357416258505,17.867445439283735,0.9868144819711981
"frozenset({'Store/Office', 'Search and Rescue'})","frozenset({'Trauma', 'Collapse', 'On-Scene Fire'})",0.19473978735310576,0.204252937884723,0.19138220481253498,0.9827586206896552,4.811478507321682,0.1516060311226169,46.15332960268627,0.9837362690952537
frozenset({'Collapse'}),"frozenset({'Trauma', 'Store/Office', 'Search and Rescue', 'On-Scene Fire'})",0.2165640738668159,0.19138220481253498,0.19138220481253498,0.8837209302325582,4.6175710594315245,0.14993569487271907,6.9541130386122,1.0
frozenset({'Search and Rescue'}),"frozenset({'Trauma', 'Store/Office', 'Collapse', 'On-Scene Fire'})",0.23670956911024063,0.19809736989367654,0.19138220481253498,0.8085106382978724,4.081379973554514,0.14449066174313085,4.18771373499969,0.9891186911560427
